,symboling,normalised-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,price-binned
11,-0.6700628511410116,2.1877563927261643,bmw,gas,std,,sedan,rwd,front,101.2,0.21092095800125793,-0.518234522535177,0.21788075202770885,-0.31058898773242827,ohc,,-0.4543215419624185,mpfi,0.6251604303166408,-1.4311499543838104,-0.3406467819186465,-0.06382795346402038,1.4201479023324006,-0.33925419314371563,-0.24747322948113662,16925.0,Low
12,-0.6700628511410116,2.0627417417132405,bmw,gas,std,,sedan,rwd,front,101.2,0.21092095800125793,-0.518234522535177,0.21788075202770885,0.29834585336123354,ohc,,0.893554914634572,mpfi,-0.07648139597276975,-0.20956067546693155,-0.290708773629209,0.4687407148521253,-1.8055120422510251,-0.6506244800016464,-0.39420514430623516,20970.0,Medium
13,-0.6700628511410116,2.0627417417132405,bmw,gas,std,,sedan,rwd,front,101.2,0.21092095800125793,-0.518234522535177,0.21788075202770885,0.4046678097426666,ohc,,0.893554914634572,mpfi,-0.07648139597276975,-0.20956067546693155,-0.290708773629209,0.4687407148521253,-1.8055120422510251,-0.6506244800016464,-0.39420514430623516,21105.0,Medium
14,0.12687580613320937,0.0,bmw,gas,std,,sedan,rwd,front,103.5,1.2010058990630543,0.4810655777941913,0.7898177261004489,0.965274488844768,ohc,,0.893554914634572,mpfi,-0.07648139597276975,-0.20956067546693155,-0.290708773629209,0.4687407148521253,-1.8055120422510251,-0.8063096234306119,-0.8344008887815308,24565.0,Medium
15,-0.6700628511410116,0.0,bmw,gas,std,,sedan,rwd,front,103.5,1.2010058990630543,0.4810655777941913,0.7898177261004489,1.3035716227856913,ohc,,1.976669924400011,mpfi,1.068302636394164,0.41689536500326313,-0.5403988150763973,2.0930751532163696,0.5877195295366778,-1.4290501971464735,-1.2745966332568266,30760.0,Medium
16,-0.6700628511410116,0.0,bmw,gas,std,,sedan,rwd,front,103.5,1.5905475152185165,0.9569227684272219,-0.027235094003462152,1.593540594735054,ohc,,1.976669924400011,mpfi,1.068302636394164,0.41689536500326313,-0.5403988150763973,2.0930751532163696,0.5877195295366778,-1.4290501971464735,-1.2745966332568266,41315.0,High
17,-0.6700628511410116,0.0,bmw,gas,std,,sedan,rwd,front,110.0,1.850241925988823,2.384494340326314,1.03493357213162,1.8351814046928563,ohc,,1.976669924400011,mpfi,1.068302636394164,0.41689536500326313,-0.5403988150763973,2.0930751532163696,0.5877195295366778,-1.584735340575439,-1.5680604629070236,36880.0,High
18,0.9238144634074305,-0.03125366275323092,chevrolet,gas,std,,hatchback,fwd,front,88.4,-2.686294812154986,-2.659591880383815,-0.2314982990294399,-2.063934704786242,l,,-1.5855749966063213,2bbl,-1.5536220828978446,-0.7107255078430873,-0.1658637529056149,-1.4751349245018064,-0.036601750060114235,3.397189249151454,3.274092726321229,5151.0,Low
19,0.12687580613320937,-0.750087906077542,chevrolet,gas,std,,hatchback,fwd,front,94.5,-1.4852081623423132,-1.0892631512948117,-0.7217299910917877,-1.3177478836365484,ohc,,-0.887567545868594,2bbl,-1.1104798768203235,-0.4601430916550094,-0.14089474876089617,-0.8893093893540462,0.5877195295366778,1.9960229582907656,1.8067735780702432,6295.0,Low
20,-0.6700628511410116,-1.2814001728824675,chevrolet,gas,std,,sedan,fwd,front,94.5,-1.2498601025817215,-1.0892631512948117,-0.7217299910917877,-1.2500884568483637,ohc,,-0.887567545868594,2bbl,-1.1104798768203235,-0.4601430916550094,-0.14089474876089617,-0.8893093893540462,0.5877195295366778,1.9960229582907656,1.8067735780702432,6575.0,Low
21,0.12687580613320937,-0.12501465101292367,dodge,gas,std,,hatchback,fwd,front,93.7,-1.3715918576303032,-0.9940917131682077,-1.2119616831541355,-1.3138816306772234,ohc,,-0.887567545868594,2bbl,-1.3320509798590832,-0.0842694673728926,-0.1883358566358618,-0.9425662561856608,0.7958266227356086,1.8403378148618001,1.5133097484200462,5572.0,Low
22,0.12687580613320937,-0.12501465101292367,dodge,gas,std,,hatchback,fwd,front,93.7,-1.3715918576303032,-0.9940917131682077,-1.2119616831541355,-1.3138816306772234,ohc,,-0.887567545868594,2bbl,-1.3320509798590832,-0.0842694673728926,-0.19083275705033362,-0.9425662561856608,0.7958266227356086,0.9062269542880077,1.0731140039447504,6377.0,Low
23,0.12687580613320937,-0.12501465101292367,dodge,gas,turbo,,hatchback,fwd,front,93.7,-1.3715918576303032,-0.9940917131682077,-1.2119616831541355,-0.8267337578022941,ohc,,-0.6950137663547382,mpfi,-1.1104798768203235,0.41689536500326313,-0.6402748316552727,-0.0371995200482131,0.7958266227356086,-0.18356904971475022,-0.10074131465603804,7957.0,Low
24,0.12687580613320937,0.8125952315840039,dodge,gas,std,,hatchback,fwd,front,93.7,-1.3715918576303032,-0.9940917131682077,-1.293666965164525,-1.1379671210279434,ohc,,-0.887567545868594,2bbl,-1.3320509798590832,-0.0842694673728926,-0.19083275705033362,-0.9425662561856608,0.7958266227356086,0.9062269542880077,1.0731140039447504,6229.0,Low
25,0.12687580613320937,0.8125952315840039,dodge,gas,std,,sedan,fwd,front,93.7,-1.3715918576303032,-0.9940917131682077,-1.293666965164525,-1.0954383384753703,ohc,,-0.887567545868594,2bbl,-1.3320509798590832,-0.0842694673728926,-0.19083275705033362,-0.9425662561856608,0.7958266227356086,0.9062269542880077,1.0731140039447504,6692.0,Low
26,0.12687580613320937,0.8125952315840039,dodge,gas,std,,sedan,fwd,front,93.7,-1.3715918576303032,-0.9940917131682077,-1.293666965164525,-1.0954383384753703,ohc,,-0.887567545868594,2bbl,-1.3320509798590832,-0.0842694673728926,-0.19083275705033362,-0.9425662561856608,0.7958266227356086,0.9062269542880077,1.0731140039447504,7609.0,Low
27,0.12687580613320937,0.8125952315840039,dodge,gas,turbo,,sedan,fwd,front,93.7,-1.3715918576303032,-0.9940917131682077,-1.293666965164525,-0.7049467895835617,ohc,,-0.6950137663547382,mpfi,-1.1104798768203235,0.41689536500326313,-0.6402748316552727,-0.0371995200482131,0.7958266227356086,-0.18356904971475022,-0.10074131465603804,8558.0,Low
28,-1.4670015084152326,-0.375043953038771,dodge,gas,std,,wagon,fwd,front,103.3,0.032381050596670166,-0.6134059606617845,2.464776007313464,-0.03995128057968969,ohc,,-0.11735242781317085,2bbl,0.034304155546610184,0.6361549791678306,-0.41555379435280315,-0.40999758786951507,-0.24470884325904493,-0.18356904971475022,-0.10074131465603804,8921.0,Low
29,1.7207531206816515,0.7188342433243111,dodge,gas,turbo,,hatchback,fwd,front,95.9,-0.08123525411533981,0.19555126341436888,-1.4570775291853064,0.49359162780713783,ohc,,0.7010011351207163,mfi,0.99444560204791,2.0143582682022574,-0.7900888565235855,1.1078231168315,-0.24470884325904493,-0.9619947668595773,-0.9811328036066295,12964.0,Low
30,0.9238144634074305,0.4688049412984638,honda,gas,std,,hatchback,fwd,front,86.6,-2.4022540503749625,-0.9465059941049039,-1.2119616831541355,-1.6289812468621978,ohc,,-0.83942910099013,1bbl,-1.5536220828978446,0.4795409690502826,-0.14089474876089617,-1.2088505903437337,-0.6609230296569063,3.708559536009385,3.4208246411463272,6479.0,Low
31,0.9238144634074305,0.4688049412984638,honda,gas,std,,hatchback,fwd,front,86.6,-2.4022540503749625,-0.9465059941049039,-1.2119616831541355,-1.4240698400179814,ohc,,-0.83942910099013,1bbl,-1.5536220828978446,0.4795409690502826,-0.24077076533977154,-0.7295387888592025,1.8363620887302619,0.9062269542880077,1.0731140039447504,6855.0,Low
32,0.12687580613320937,-0.6563269178178492,honda,gas,std,,hatchback,fwd,front,93.7,-1.964019732200068,-0.8989202750416002,-0.47661414506061384,-1.3892735633840578,ohc,,-1.1523289927001457,1bbl,-1.5536220828978446,-0.5854342997490484,-0.01604972803730203,-1.155593723512119,0.7958266227356086,1.9960229582907656,1.6600416632451447,5399.0,Low
33,0.12687580613320937,-0.6563269178178492,honda,gas,std,,hatchback,fwd,front,93.7,-1.964019732200068,-0.8989202750416002,-0.47661414506061384,-1.1901615359788287,ohc,,-0.83942910099013,1bbl,-1.5536220828978446,0.4795409690502826,-0.24077076533977154,-0.7295387888592025,1.8363620887302619,0.7505418108590423,0.4861863446443562,6529.0,Low
34,0.12687580613320937,-0.6563269178178492,honda,gas,std,,hatchback,fwd,front,93.7,-1.964019732200068,-0.8989202750416002,-0.47661414506061384,-1.15923151230423,ohc,,-0.83942910099013,1bbl,-1.5536220828978446,0.4795409690502826,-0.24077076533977154,-0.7295387888592025,1.8363620887302619,0.7505418108590423,0.4861863446443562,7129.0,Low
35,-0.6700628511410116,-0.375043953038771,honda,gas,std,,sedan,fwd,front,96.5,-0.8765493870994051,-0.8989202750416002,0.2995860340381011,-1.0548426824024595,ohc,,-0.83942910099013,1bbl,-1.5536220828978446,0.4795409690502826,-0.24077076533977154,-0.7295387888592025,1.8363620887302619,0.7505418108590423,0.4861863446443562,7295.0,Low
36,-0.6700628511410116,-1.3751611611421604,honda,gas,std,,wagon,fwd,front,96.5,-1.3878227583034488,-0.9465059941049039,1.8519863922355309,-1.0277789116871856,ohc,,-0.83942910099013,1bbl,-1.5166935657247187,0.4795409690502826,-0.24077076533977154,-0.7295387888592025,1.8363620887302619,0.7505418108590423,0.4861863446443562,7295.0,Low
37,-0.6700628511410116,-0.5000586040516947,honda,gas,std,,hatchback,fwd,front,96.5,-0.5438159232999491,-0.3278916462819621,-0.19064565802424668,-0.6179560979987528,ohc,,-0.40618309708395456,1bbl,-0.6673376707428004,1.0120286034499473,-0.290708773629209,-0.46325445470112964,1.4201479023324006,0.28348638057214604,0.33945442981925766,7895.0,Low
38,-0.6700628511410116,-0.5000586040516947,honda,gas,std,,hatchback,fwd,front,96.5,-0.5438159232999491,-0.3278916462819621,-0.19064565802424668,-0.5155003945766446,ohc,,-0.40618309708395456,1bbl,-0.6673376707428004,1.0120286034499473,-0.290708773629209,-0.46325445470112964,1.4201479023324006,0.28348638057214604,0.33945442981925766,9095.0,Low
39,-0.6700628511410116,-1.156385521869544,honda,gas,std,,sedan,fwd,front,96.5,0.09730465328924796,-0.3278916462819621,0.13617547001731947,-0.4865034973817084,ohc,,-0.40618309708395456,1bbl,-0.6673376707428004,1.0120286034499473,-0.290708773629209,-0.46325445470112964,1.4201479023324006,0.28348638057214604,0.33945442981925766,8845.0,Low
40,-0.6700628511410116,-1.156385521869544,honda,gas,std,,sedan,fwd,front,96.5,0.09730465328924796,-1.612706060991146,0.13617547001731947,-0.3550508967646639,ohc,,-0.40618309708395456,1bbl,-0.6673376707428004,1.0120286034499473,-0.290708773629209,-0.46325445470112964,1.4201479023324006,0.28348638057214604,0.33945442981925766,10295.0,Low
41,-0.6700628511410116,-1.156385521869544,honda,gas,std,,sedan,fwd,front,96.5,0.09730465328924796,-0.3278916462819621,0.13617547001731947,-0.175270134156059,ohc,,-0.40618309708395456,mpfi,-0.6673376707428004,1.0120286034499473,-0.290708773629209,-0.06382795346402038,1.4201479023324006,-0.18356904971475022,-0.39420514430623516,12945.0,Low
42,0.12687580613320937,-0.4688049412984638,honda,gas,std,,sedan,fwd,front,96.5,-0.41396871791479584,0.05279410622446104,-1.1302564011437433,-0.5077678886579949,ohc,,-0.40618309708395456,2bbl,-0.6673376707428004,1.0120286034499473,-0.2657397694844903,-0.09045638687982767,0.7958266227356086,-0.02788390628578479,0.045990600169060515,10345.0,Low
43,-0.6700628511410116,0.0,isuzu,gas,std,,sedan,rwd,front,94.3,-0.2841215125296425,-1.9458060944342688,-0.10894037601385442,-0.42271032355284854,ohc,,-0.3821138746447226,2bbl,-0.07648139597276975,-0.0842694673728926,-0.41555379435280315,-0.676281922027588,-0.6609230296569063,-0.18356904971475022,-0.24747322948113662,6785.0,Low
46,0.9238144634074305,0.0,isuzu,gas,std,,hatchback,rwd,front,96.0,-0.129927956134772,-0.3278916462819621,-0.9668458371229616,0.3447408888731316,ohc,,-0.18956009513086677,spfi,0.36666081010475327,-0.0842694673728926,-0.24077076533977154,-0.3567407210379005,-0.24470884325904493,-0.18356904971475022,-0.24747322948113662,11048.0,Low
47,-0.6700628511410116,0.7188342433243111,jaguar,gas,std,,sedan,rwd,front,113.0,2.0612436347396974,1.7658799925033686,-0.39490886305022443,2.919665359783473,dohc,,3.156061823922377,mpfi,1.1052311535672898,2.8600739228370196,-0.5154298109316785,1.933304552721526,-0.7649765762563716,-1.584735340575439,-1.7147923777321221,32250.0,High
48,-0.6700628511410116,0.0,jaguar,gas,std,,sedan,rwd,front,113.0,2.0612436347396974,1.7658799925033686,-0.39490886305022443,2.919665359783473,dohc,,3.156061823922377,mpfi,1.1052311535672898,2.8600739228370196,-0.5154298109316785,1.933304552721526,-0.7649765762563716,-1.584735340575439,-1.7147923777321221,35550.0,High
49,-0.6700628511410116,0.0,jaguar,gas,std,,sedan,rwd,front,102.0,1.4201230581505002,2.241737183136399,-2.437540913310002,2.6954226881426324,ohcv,,4.792768949790151,mpfi,0.7728744990091485,-1.5564411624778494,0.33351632998876163,4.223349826480953,-0.24470884325904493,-1.8961056274333696,-2.008256207382319,36000.0,High
50,0.12687580613320937,-0.5625659295581565,mazda,gas,std,,hatchback,fwd,front,93.1,-1.2255137515720067,-0.8037488369149927,0.13617547001731947,-1.2868178599619498,ohc,,-0.8634983234293621,2bbl,-1.1104798768203235,-0.33485188356097045,-0.290708773629209,-0.9425662561856608,-0.24470884325904493,0.7505418108590423,0.045990600169060515,5195.0,Low
51,0.12687580613320937,-0.5625659295581565,mazda,gas,std,,hatchback,fwd,front,93.1,-1.2255137515720067,-0.8037488369149927,0.13617547001731947,-1.2674865951653256,ohc,,-0.8634983234293621,2bbl,-1.1104798768203235,-0.33485188356097045,-0.290708773629209,-0.9425662561856608,-0.24470884325904493,0.9062269542880077,1.0731140039447504,6095.0,Low
52,0.12687580613320937,-0.5625659295581565,mazda,gas,std,,hatchback,fwd,front,93.1,-1.2255137515720067,-0.8037488369149927,0.13617547001731947,-1.2578209627670134,ohc,,-0.8634983234293621,2bbl,-1.1104798768203235,-0.33485188356097045,-0.290708773629209,-0.9425662561856608,-0.24470884325904493,0.9062269542880077,1.0731140039447504,6795.0,Low
53,0.12687580613320937,-0.28128296477907827,mazda,gas,std,,sedan,fwd,front,93.1,-0.6006240756559529,-0.8037488369149927,0.13617547001731947,-1.1804959035805167,ohc,,-0.8634983234293621,2bbl,-1.1104798768203235,-0.33485188356097045,-0.290708773629209,-0.9425662561856608,-0.24470884325904493,0.9062269542880077,1.0731140039447504,6695.0,Low
54,0.12687580613320937,-0.28128296477907827,mazda,gas,std,,sedan,fwd,front,93.1,-0.6006240756559529,-0.8037488369149927,0.13617547001731947,-1.1708302711822045,ohc,,-0.8634983234293621,2bbl,-0.925837290954688,-0.33485188356097045,-0.290708773629209,-0.9425662561856608,-0.24470884325904493,0.9062269542880077,1.0731140039447504,7395.0,Low
55,1.7207531206816515,0.8751025570904657,mazda,gas,std,,hatchback,rwd,front,95.3,-0.42208416825136746,-0.0899630509654468,-1.7021933752164804,-0.3395858849273646,rotor,,-1.3689519946532336,4bbl,5.410223876345941e-16,1.5328967649646832e-15,-0.19083275705033362,-0.06382795346402038,1.8363620887302619,-1.273365053717508,-1.127864718431728,10945.0,Low
56,1.7207531206816515,0.8751025570904657,mazda,gas,std,,hatchback,rwd,front,95.3,-0.42208416825136746,-0.0899630509654468,-1.7021933752164804,-0.3395858849273646,rotor,,-1.3689519946532336,4bbl,5.410223876345941e-16,1.5328967649646832e-15,-0.19083275705033362,-0.06382795346402038,1.8363620887302619,-1.273365053717508,-1.127864718431728,11845.0,Low
57,1.7207531206816515,0.8751025570904657,mazda,gas,std,,hatchback,rwd,front,95.3,-0.42208416825136746,-0.0899630509654468,-1.7021933752164804,-0.3299202525290525,rotor,,-1.3689519946532336,4bbl,5.410223876345941e-16,1.5328967649646832e-15,-0.19083275705033362,-0.06382795346402038,1.8363620887302619,-1.273365053717508,-1.127864718431728,13645.0,Low
58,1.7207531206816515,0.8751025570904657,mazda,gas,std,,hatchback,rwd,front,95.3,-0.42208416825136746,-0.0899630509654468,-1.7021933752164804,-0.10761070736787434,rotor,,-1.1282597702609138,mpfi,5.410223876345941e-16,1.5328967649646832e-15,-0.19083275705033362,0.8415387826734273,1.8363620887302619,-1.4290501971464735,-1.127864718431728,15645.0,Low
59,0.12687580613320937,0.21877563927261642,mazda,gas,std,,hatchback,fwd,front,98.8,0.29207546136697904,0.29072270154097635,-0.027235094003462152,-0.3299202525290525,ohc,,-0.11735242781317085,2bbl,0.2189467414122456,0.41689536500326313,-0.3905847902080844,-0.5165113215327443,-0.6609230296569063,0.12780123714318062,0.19272251499415907,8845.0,Low
60,-0.6700628511410116,-0.21877563927261642,mazda,gas,std,,sedan,fwd,front,98.8,0.29207546136697904,0.29072270154097635,0.7081124440900566,-0.281592090537492,ohc,,-0.11735242781317085,2bbl,0.2189467414122456,0.41689536500326313,-0.3905847902080844,-0.5165113215327443,-0.6609230296569063,0.12780123714318062,0.19272251499415907,8495.0,Low
61,0.12687580613320937,0.21877563927261642,mazda,gas,std,,hatchback,fwd,front,98.8,0.29207546136697904,0.29072270154097635,-0.027235094003462152,-0.3299202525290525,ohc,,-0.11735242781317085,2bbl,0.2189467414122456,0.41689536500326313,-0.3905847902080844,-0.5165113215327443,-0.6609230296569063,0.12780123714318062,0.19272251499415907,10595.0,Low
62,-0.6700628511410116,-0.21877563927261642,mazda,gas,std,,sedan,fwd,front,98.8,0.29207546136697904,0.29072270154097635,0.7081124440900566,-0.281592090537492,ohc,,-0.11735242781317085,2bbl,0.2189467414122456,0.41689536500326313,-0.3905847902080844,-0.5165113215327443,-0.6609230296569063,0.12780123714318062,0.19272251499415907,10245.0,Low
63,-0.6700628511410116,0.0,mazda,diesel,std,,sedan,fwd,front,98.8,0.29207546136697904,0.29072270154097635,0.7081124440900566,-0.2177989167086322,ohc,,-0.11735242781317085,idi,0.2189467414122456,0.41689536500326313,3.13004479419727,-1.0490799898488898,-0.9730836694553023,1.6846526714328347,1.6600416632451447,10795.0,Low
64,-0.6700628511410116,-0.21877563927261642,mazda,gas,std,,hatchback,fwd,front,98.8,0.29207546136697904,0.29072270154097635,0.7081124440900566,-0.25259519334255576,ohc,,-0.11735242781317085,2bbl,0.2189467414122456,0.41689536500326313,-0.3905847902080844,-0.5165113215327443,-0.6609230296569063,0.12780123714318062,0.19272251499415907,11245.0,Low
65,-0.6700628511410116,-0.12501465101292367,mazda,gas,std,,sedan,rwd,front,104.9,0.06484285194295906,0.10037982528776139,0.258733393032905,0.22102079417473683,ohc,,0.31589357609300467,mpfi,1.585301876817939,-0.30352908153746005,-0.5403988150763973,0.44211228143631803,-0.24470884325904493,-0.9619947668595773,-0.5409370591313337,18280.0,Low
66,-0.6700628511410116,0.0,mazda,diesel,std,,sedan,rwd,front,104.9,0.06484285194295906,0.10037982528776139,0.258733393032905,0.27901458856460937,ohc,,0.17147824145761284,idi,0.36666081010475327,1.1999654155910058,2.9552617651842383,-0.8360525225224317,-1.9095655888504903,0.9062269542880077,1.219845918769849,18344.0,Low
67,-1.4670015084152326,-0.9063562198436966,mercedes-benz,diesel,turbo,,sedan,rwd,front,110.0,1.3551994554579248,2.0989800259464912,1.1166388541420122,1.8545126694894805,ohc,,1.3508701409799795,idi,0.9205885677016562,1.1999654155910058,2.8304167444606443,0.5219975816837399,-1.5974049490520943,-0.494939336572681,-0.8344008887815308,25552.0,Medium
68,-1.4670015084152326,-0.9063562198436966,mercedes-benz,diesel,turbo,,wagon,rwd,front,110.0,1.3551994554579248,2.0989800259464912,2.0153969562563154,2.308797392210149,ohc,,1.3508701409799795,idi,0.9205885677016562,1.1999654155910058,2.8304167444606443,0.5219975816837399,-1.5974049490520943,-0.494939336572681,-0.8344008887815308,28248.0,Medium
69,-0.6700628511410116,-0.9063562198436966,mercedes-benz,diesel,turbo,,hardtop,rwd,front,106.7,1.0792741440144726,2.0989800259464912,0.4629965980588827,1.8158501398962321,ohc,,1.3508701409799795,idi,0.9205885677016562,1.1999654155910058,2.8304167444606443,0.5219975816837399,-1.5974049490520943,-0.494939336572681,-0.8344008887815308,28176.0,Medium
70,-1.4670015084152326,-0.9063562198436966,mercedes-benz,diesel,turbo,,sedan,rwd,front,115.6,2.304707144836861,2.765180092832737,1.03493357213162,2.3474599218033974,ohc,,1.3508701409799795,idi,0.9205885677016562,1.1999654155910058,2.8304167444606443,0.5219975816837399,-1.5974049490520943,-0.494939336572681,-0.8344008887815308,31600.0,Medium
71,-1.4670015084152326,0.0,mercedes-benz,gas,std,,sedan,rwd,front,115.6,2.304707144836861,2.765180092832737,1.1166388541420122,2.2894661274135246,ohcv,,2.57840048538081,mpfi,0.4774463616241332,-0.49146589367851845,-0.4654918026422406,1.374107450989573,-0.7649765762563716,-1.4290501971464735,-1.8615242925572208,34184.0,High
72,1.7207531206816515,0.6250732550646184,mercedes-benz,gas,std,,convertible,rwd,front,96.6,0.49496171978128173,2.194151464073099,-1.2119616831541355,2.1831441710320916,ohcv,,2.57840048538081,mpfi,0.4774463616241332,-0.49146589367851845,-0.4654918026422406,1.374107450989573,-0.7649765762563716,-1.4290501971464735,-1.8615242925572208,35056.0,High
73,-0.6700628511410116,0.0,mercedes-benz,gas,std,,sedan,rwd,front,120.9,2.7510569133483265,2.765180092832737,1.1983441361524043,2.598766364159512,ohcv,,4.359522945883976,mpfi,1.7330159455104466,0.2916041569092242,-0.5403988150763973,2.1463320200479843,-1.2852443092536983,-1.7404204840044044,-2.154988122207418,40960.0,High
74,0.12687580613320937,0.0,mercedes-benz,gas,std,,hardtop,rwd,front,112.0,2.0287818333934085,2.907937250022645,0.6672598030848605,2.2411379654219643,ohcv,,4.263246056127048,mpfi,1.7330159455104466,0.2916041569092242,-0.5403988150763973,2.1463320200479843,-1.2852443092536983,-1.7404204840044044,-2.154988122207418,45400.0,High
75,0.12687580613320937,0.0,mercury,gas,turbo,,hatchback,rwd,front,102.7,0.3407681633864112,1.0045084874905224,0.4221439570536866,0.6849711492937173,ohc,,0.31589357609300467,mpfi,1.659158911164193,-0.428820289631499,-0.5403988150763973,1.9066761193057187,-0.24470884325904493,-0.9619947668595773,-0.9811328036066295,16503.0,Low
76,0.9238144634074305,1.218892847376006,mitsubishi,gas,std,,hatchback,fwd,front,93.7,-1.3715918576303032,-0.7085773987883852,-1.2119616831541355,-1.232690318531402,ohc,,-0.83942910099013,2bbl,-1.3320509798590832,-0.0842694673728926,-0.19083275705033362,-0.9425662561856608,0.7958266227356086,1.8403378148618001,1.5133097484200462,5389.0,Low
77,0.9238144634074305,1.218892847376006,mitsubishi,gas,std,,hatchback,fwd,front,93.7,-1.3715918576303032,-0.7085773987883852,-1.2119616831541355,-1.182429030060179,ohc,,-0.83942910099013,2bbl,-1.3320509798590832,-0.0842694673728926,-0.19083275705033362,-0.9425662561856608,0.7958266227356086,0.9062269542880077,1.0731140039447504,6189.0,Low
78,0.9238144634074305,1.218892847376006,mitsubishi,gas,std,,hatchback,fwd,front,93.7,-1.3715918576303032,-0.7085773987883852,-1.2119616831541355,-1.066441441280434,ohc,,-0.83942910099013,2bbl,-1.3320509798590832,-0.0842694673728926,-0.19083275705033362,-0.9425662561856608,0.7958266227356086,0.9062269542880077,1.0731140039447504,6669.0,Low
79,0.12687580613320937,1.218892847376006,mitsubishi,gas,turbo,,hatchback,fwd,front,93.0,-1.3715918576303032,-0.9940917131682077,-1.2119616831541355,-0.793870607648033,ohc,,-0.6950137663547382,spdi,-1.1104798768203235,0.41689536500326313,-0.6402748316552727,-0.0371995200482131,0.7958266227356086,-0.18356904971475022,-0.10074131465603804,7689.0,Low
